queid,userid,result,difficulty,tstamp
39,user175,1,easy,2147483647
10,user205,1,medium,37074
19,user184,0,easy,137920
11,user205,0,medium,66933
0,,1,,0
12,user205,1,hard,93009
20,user184,0,easy,129985
1,user207,0,medium,2147483647
1,user207,0,medium,2147483647
13,user205,1,medium,31404
3,user207,0,medium,44686
28,user159,0,very hard,266196
40,user170,0,hard,527038
4,user207,1,medium,63857
5,user207,0,medium,14589
40,user175,0,hard,341547
29,user159,1,easy,91849
6,user207,0,hard,9132
7,user207,0,hard,12198
30,user159,1,medium,28399
8,user207,0,hard,42539
9,user207,0,medium,2147483647
10,user207,0,medium,17580
14,user205,0,hard,304001
15,user205,0,hard,75529
11,user207,0,medium,148824
16,user205,0,hard,10262
12,user207,0,medium,2425
13,user207,0,medium,9305
17,user205,0,medium,20725
14,user207,0,medium,6592
15,user207,0,medium,4939
16,user207,1,medium,14969
18,user205,0,medium,35223
17,user207,0,medium,9795
18,user207,0,medium,52116
19,user205,1,medium,64459
19,user207,0,medium,34611
20,user205,0,hard,38663
20,user207,0,medium,2147483647
