queid,userid,result,difficulty,tstamp
28,user176,0,easy,33338
18,user208,1,easy,12240
30,user194,0,hard,162065
29,user176,0,medium,6710
1,user153,1,easy,58657
27,user203,0,medium,130805
14,user206,0,medium,131958
2,user153,1,very hard,29465
19,user190,0,easy,39558
8,user204,1,easy,114197
30,user176,0,hard,48397
10,user193,0,easy,266214
25,user174,1,medium,324748
26,user174,1,easy,14653
12,user201,0,hard,242854
19,user208,0,very hard,100904
9,user204,1,medium,42601
15,user206,1,easy,60806
16,user176,1,hard,1000
28,user203,1,medium,83588
3,user153,1,medium,75719
17,user176,1,easy,5767
11,user193,1,easy,58952
18,user176,1,easy,3159
19,user176,0,easy,3835
27,user174,1,easy,61602
20,user190,1,easy,61518
4,user153,1,easy,41772
20,user176,1,easy,27680
29,user203,1,medium,52955
21,user176,0,very hard,6147
12,user193,1,easy,47528
28,user174,1,easy,26557
22,user176,0,easy,3444
23,user176,0,easy,7868
21,user190,1,hard,43056
10,user204,1,hard,106292
13,user193,1,easy,27335
22,user190,1,easy,3610
5,user153,1,easy,38098
24,user176,1,easy,23833
25,user176,1,easy,16230
26,user176,0,easy,8057
29,user174,0,easy,68700
27,user176,1,easy,4638
14,user193,1,easy,50479
15,user193,1,easy,24797
20,user208,1,easy,201499
23,user190,0,medium,88978
13,user201,0,hard,1000
28,user176,1,easy,52523
24,user190,0,very hard,14060
16,user206,1,easy,162209
11,user204,1,medium,117414
29,user176,0,hard,3390
6,user153,0,easy,106691
30,user203,0,medium,153619
25,user190,0,medium,5037
30,user176,0,hard,4315
26,user190,1,medium,1991
14,user201,1,hard,25622
26,user190,1,medium,1991
21,user208,1,easy,39593
26,user190,1,medium,1991
26,user190,1,medium,1991
7,user153,0,easy,18702
30,user190,0,very hard,10174
30,user190,0,very hard,10174
30,user190,0,very hard,10174
1,user153,1,easy,3198
2,user153,1,easy,2425
3,user153,1,easy,2964
4,user153,1,easy,3016
15,user201,1,hard,62681
5,user153,1,easy,1625
6,user153,0,easy,2490
7,user153,1,easy,2420
22,user208,0,hard,94875
12,user204,0,hard,121173
23,user208,1,hard,6424
24,user208,0,hard,2376
25,user208,0,medium,3338
8,user153,1,easy,36666
26,user208,1,medium,3403
27,user208,1,hard,3203
28,user208,1,hard,2253
29,user208,0,medium,4287
9,user153,1,easy,25873
13,user204,0,hard,52618
30,user174,0,medium,254758
30,user208,0,medium,13815
14,user204,1,easy,16188
15,user204,0,medium,62679
